#Name	PubChem	MP
"dimethyl (2E,2'E)-3,3'-(2-nitrobenzene-1,4-diyl)bisprop-2-enoate"	2749806	166
"phenol, 4,4'-sulfonylbis-"	6626	240.5
methyl p-toluate	7455	34
4-(2-propenyl)phenol	68148	15.8
2-phenylindole	13698	190
"cyclopentane, 1-ethyl-3-methyl-, trans-"	19502	-108
vomitoxin	40024	152
5-chloro-2-nitroanisole	81110	71
ethanolamine	700	10.3
psilocybin	10624	224
ethanol	702	-114.3
1-(4-chlorophenoxy)silatrane	203010	166.5
ethyl 703	66609	93.5
retronecine	10626	119.5
streptozocin	5299	115
2-methyl-quinolin-4-ylamine	81116	169
"1,2-dibromo-1,1-difluoroethane"	11413424	-61.3
"1,4-naphthalenediol, 2,3,6-trimethoxy-, diacetat"	13608065	77.5
"benzaldehyde, 4-ethoxy-3-methoxy-"	67116	64.5
fenadiazole	6738087	111.5
"1,4-diacryloylpiperazine"	193422	93
"n-me-3,5-dimethylphenyl carbamate"	17563	99
3-amino-2-bromo-5-methylpyridine	12362448	105
2-benzyloxyaniline	240548	37
"phenol, 2-ethoxy-5-(1-propenyl)-"	60982	87
2h-pyran-2-one	68154	8.5
"benzene, 1,2-dimethoxy-4-methyl-"	68126	24
cloethocarb	40032	80
4-anilino-1-methylpiperidine	89642	84
benzo-15-crown-5-ether	84197	79
ethadione	10630	76.5
Medroxyprogesterone	10631	221.75
"trisiloxane, 1,5-dichloro-1,1,3,3,5,5-hexamethyl"	77131	-53
Mestanolone	10633	192
6-methoxy-pyridin-3-ylamine	81121	30
"naphthalene, 2-(2-methylpropoxy)-"	16582	31
formaldehyde	712	-92
rh-2485	105010	204.5
stanolone	10635	181
formamide	713	2.55
3-methoxybenzhydrazide	79848	92
"benzaldehyde, 3-nitro-, 2-phenylhydrazone"	252618	123
"5-Amino-2,3-dihydrophthalazine-1,4-dione"	10638	319
1-(2-Aminophenyl)-2-phenylethene	139378	106
"oxazole, 4,5-diphenyl-"	613498	44
o-bromobenzaldehyde	81129	22
distearyl pentaerythritol diphosphite	19645	41.5
"2,2'-bis(diphenylphosphino)-1,1'-binaphthyl"	634876	283
methyl benzilate	66159	75
"3-chloro-(1,1'-biphenyl)-2-ol"	61529	6
"1-(2,3,4,5-tetrafluoro),2-dibenzoyl-1-tert-butyl"	23276774	158.5
"2-amino-5-ethylthio-1,3,4-thiadiazole"	101459	132
aflatoxin g1	14421	245
"benzamide, 3,5-dinitro-N-2-pyridinyl-"	2755851	201
aflatoxin g2	23670	238.5
homopiperazine	68163	41
"(4Z)-4-[(4-chlorophenyl)hydrazono]-2-phenyl-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one"	6813431	180
"2h-benzotriazole, 2-cyclopentyl-5-[(ethoxycarbon"	14638293	121.5
tetrathiafulvalene	99451	118
"(3S)-1-Acetyl-3-(1-benzofuran-3-yl)-3-hydroxy-1,3-dihydro-2H-indol-2-one"	101177044	109.85
2-(trifluoromethyl)benzenesulfonamide	2778018	182
cyclopropyldiphenylmethanol	79850	85
"androstan-3-one, 17-(acetyloxy)-"	252015	146
1-methylbenzimidazole	95890	61
"2-thiophenesulfonamide, 4-(4-hydroxybenzoyl)-"	14639075	192.5
"1h-pyrazole, 4,5-dihydro-1-phenyl-"	589611	52
3-chloro-1h-indazole	95894	149
"1-(2,4-dihydroxy-phenyl)-propan-1-one"	79856	99
6-fluoroveratraldehyde	603595	99
alpha-D-talose	99459	134
"benzenamine, n,n,2,6-tetramethyl-"	69853	-36
5-nitrovanillin	81134	176
2-chloro-3-hydroxypyridine	81136	170
Lindane	727	114
"1',4'-dihydrospiro[cyclopropane-1,9'-[1,4]methanonaphthalene]"	597560	43
2-bromobenzhydrazide	101460	153
aspartame	2242	246.5
aspirin	2244	138.5
"1-bromo-3,5-difluorobenzene"	136313	-27
"4'-(4-methylphenyl)-2,2':6',2''-terpyridine"	146114	169
astemizole	2247	149.1
"trans-1,2-dimethylcyclopentane"	641612	-118
Atenolol	2249	146
methyl_3-acetoxybenzoate	577969	29
1-hexacosanol	68171	80
2-chloroethyl 4-fluorophenyl sulfone	2736505	69
2-chloro-5-nitrobenzoic_acid	17287	166
methyl 3-chlorothiophene-2-carboxylate	2777566	38
"1,4-benzodioxan-2-methylamine, n-(3-methoxypropy"	16828	183.5
methyl 6-methoxynicotinate	586039	51
"dibenzofuran, 2,3,6,8-tetrachloro-"	42134	202
dimethoxon	14210	-28
"2,4-dihydroxy pentyl ketone"	76596	57
"4-({(E)-[4-(Dimethylamino)phenyl]methylene}amino)-5-(trifluoromethyl)-4H-1,2,4-triazole-3-thiol"	682707	200
"benzene, 1-chloro-4-(1-methylethyl)-"	17493	-12.3
3-amino-4-bromo-5-methylisoxazole	2774464	74
"acetamide, 2-(benzoyloxy)-n,n-dihexyl-"	23276601	162.5
hydroquinine	10651	172.5
tillam	14215	-22
1-methylbenzotriazole	25902	64.5
7-ethoxycoumarin	35703	90
"allopregnane-3a,11b,17a,21-tetrol-20-one"	618853	244.5
2-(2-aminophenyl)benzimidazole	79869	214
"5-(phenylhydrazono)pyrimidine-2,4,6(1H,3H,5H)-trione"	5331216	310
"(1S,4S)-2-boc-2,5-diazabicyclo[2.2.1]heptane"	11521263	75
"2-amino-4,6-dichlorophenol"	101471	95.5
"4,5-dichloro-2-nitroaniline"	81149	181
"1,2-Dibenzoylethane"	136322	144
"1-bromo-3,5-di-tert-butylbenzene"	620136	64
ethyl 3-methyl-2-thionoimidazoline-1-carboxylate	31072	124
p-dodecylaniline	7701	40.5
"methane, bromotrinitro-"	11220	17.5
atrazine	2256	177
4-(trifluoromethyl)benzhydrol	258897	60
3-methyl-5-nitropyridine	250373	96
3-methoxy-1-butanol	17291	-85
"6,6a-dihydro-1a-oxir(a)indene"	92838	24.5
n-butylbenzene	7705	-87.9
"benzene, 1,2-diethoxy-"	74904	44
3-phenylpropionaldehyde	7707	-42
"2,2,2-tribromo-1,1-ethanediol"	68181	53.5
"2h-1-benzopyran-6-ol, 3,4-dihydro-2,7,8-trimethy"	14986	-3
"tris[3,5-bis(trifluoromethyl)phenyl]phosphine"	2778032	100
anilinephthalein	68183	203
"methyl 2-amino-4,5-dimethoxybenzoate"	611144	129
9-methyl-9h-fluorene	17299	46.5
hexaphenylcyclotrisiloxane	68187	180
nonadecylcylohexane	89671	45
ethyl 1-(hydroxymethyl)-5-methyl-1H-pyrazole-3-carboxylate	2753993	71
"1,6-dimethoxynaphthalene"	296916	59
"3-{(4Z)-4-[2-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)hydrazinylidene]-5-oxo-4,5-dihydro-1H-pyrazol-3-yl}-4-hydroxy-1-methylquinolin-2(1H)-one"	6833057	200
tripropyl-borane	14224	-56
dibromsalicil	10662	212.5
"2,3,4,5,6-Pentafluorobenzyl Alcohol"	9923	37.5
tri-n-octylamine	14227	-39
tert-Butyl benzenecarboperoxoate	11966	8
"2-(2,6-dimethoxyphenyl)-4,4-dimethyl-2-oxazoline"	5149963	69
"methyl 3,5-dihydroxybenzoate"	75076	166
1-[(4-Methyl-2-nitrophenyl)diazenyl]-2-naphthol	5355785	271
"(3a,5a)-androst-16-en-3-ol"	556492	142.75
"acetamide, n-bromo-"	4353	103.5
chlorbromuron	25912	96
glutathione	745	195
1-pentadecene	25913	-2.8
Beclomethasone	20469	118.5
"2,6-dimethoxybenzaldehyde"	96404	97
"1,2-propadiene-1,3-dione"	136332	-107
"3',5'-bis(trifluoromethyl)acetanilide"	723600	161
azathioprine	2265	243.5
"1,2-dithiane"	136335	32.5
"ethanone, 1-(2,5-dichlorophenyl)-"	75587	12
"1,2-diphenoxyethane"	7713	98
N-boc-beta-alanine	76809	75
azithromycin	2269	114
3-fluorosalicylaldehyde	587788	69
"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-2-Ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-heptamethyl-15-oxo-11-{[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl]oxy}-1-oxa-6-azacyclopentadecan-13-yl 2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranoside"	447043	114
1-phenyldecane	7716	-14.4
1-acetyl-3-thiosemicarbazide	2723592	167
2-ethylhexylamine	7719	-76
1-acetyl-2-thiourea	2723593	165
sulfamethylthiazole	68194	237
"ethanol, 2-hydrazino-"	8017	-70
2-nitro-5-(1-piperidinyl)phenol	2774482	69
"1,2-octanediol"	14231	31
"3,4,5-trichlorobenzotrifluoride"	2733399	-10
2-(p-toluenesulfonyl)ethanol	89682	52
"methyl 2-amino-3,5-dibromobenzoate"	69069	88
2-chlorobenzhydrazide	79883	118
glycine	750	262
2-(1-piperidinyl)phenol	3262250	75
glyceraldehyde	751	145
"1-{2-[5-(ethylsulfanyl)-4-phenyl-4H-1,2,4-triazol-3-yl]ethyl}-2-methyl-1H-benzimidazole"	2754887	110
"7-methyl-5-phenylquino[4,3-b][1,5]benzothiazepin-6(5H)-one"	1251166	231
"1-{2-[5-(benzylsulfanyl)-4-phenyl-4H-1,2,4-triazol-3-yl]ethyl}-2-methyl-1H-benzimidazole"	2754888	130
"1,2,3,4,5,6,7,8-octahydro-9H-xanthen-9-one"	957550	130
glycerol	753	18.2
3-hydroxybenzhydrazide	79889	158
benzyl 5-amino-1h-pyrazole-4-carboxylate	4360500	122
glycolaldehyde	756	97
"pyridine, 1,2,3,6-tetrahydro-"	12750	-48
"1,2,3-triacetoxybenzene"	10678	166
"2,7-diamino-fluoren"	10679	166
5-bromoisoquinoline	736487	82
4-chloro-4'-methoxybutyrophenone	96414	32
5-tert-butylpyrogallol	597592	135
"benzenesulfonamide, 4-[(3-hydroxypropyl)thio]-3-"	13960362	163
azosemide	2273	219.5
borneol	6552009	207
2-ethyl-1-hexanol	7720	-70
"3_-Acetoxy-5,16-pregnadiene-20-one"	92855	174
Anileridine (USP)	8944	83
4-methyl_benzyl_chloride	7722	4
"2-undecene, (e)-"	34320	-48.3
4-chlorobenzyl_chloride	7723	30
p-tolualdehyde	7725	-6
4-chlorobenzaldehyde	7726	48.5
5-ethyl-2-methylpyridine	7728	-70.9
"4-{[(E)-Phenylmethylene]amino}-5-(trifluoromethyl)-4H-1,2,4-triazole-3-thiol"	882317	233
"1-propanone, 2-methyl-1-(4-methylphenyl)-3-(1-pi"	5511	176.5
"l-tryptophan, n-acetyl, ethyl ester"	23424072	106
[4-(benzyloxy)phenyl](1-{[4-(benzyloxy)phenyl]carbonyl}-1H-indol-3-yl)methanone	2748652	181
1-lauryl-4-methoxycarbonyl-2-pyrrolidone	5745164	27.5
5-ethyl-l-glutamate	14241	191
"5-[2-(2-methyl-1H-benzimidazol-1-yl)ethyl]-1,3,4-oxadiazole-2(3H)-thione"	2754891	209
"4-{[(1E)-(4-methoxyphenyl)methylidene]amino}-5-[2-(2-methyl-1H-benzimidazol-1-yl)ethyl]-2,4-dihydro-3H-1,2,4-triazole-3-thione"	2754892	262
"4-{[(1E)-(2-chlorophenyl)methylidene]amino}-5-[2-(2-methyl-1H-benzimidazol-1-yl)ethyl]-2,4-dihydro-3H-1,2,4-triazole-3-thione"	2754893	250
flavone	10680	100
"N-[2-(2-chlorophenyl)-4-oxo-1,3-thiazolidin-3-yl]-3-(2-methyl-1H-benzimidazol-1-yl)propanamide"	2754895	250
N-(4'-methoxy-4-biphenylylsulfonyl)glycine	44669170	186
"5-[(4-fluorophenyl)hydrazono]-1,3-dimethylpyrimidine-2,4,6(1H,3H,5H)-trione"	5705965	191
N-(4'-methoxy-4-biphenylylsulfonyl)alanine	44669171	179
"5-[(3-chlorophenyl)hydrazono]-1,3-dimethylpyrimidine-2,4,6(1H,3H,5H)-trione"	5705966	202
"2,6-difluoro-4-methoxyphenol"	3262262	69
"5-[(4-bromophenyl)hydrazono]-1,3-dimethylpyrimidine-2,4,6(1H,3H,5H)-trione"	5705967	219
1h-indole-3-ethanol	10685	59
"1,3-dimethyl-5-[(3-methylphenyl)hydrazono]pyrimidine-2,4,6(1H,3H,5H)-trione"	5705968	229
Guanine	764	360
"1,2,3-trimethylbenzene"	10686	-25.4
N-(4'-methoxy-4-biphenylylsulfonyl)-s-methylhomocysteine	44669174	174
"1,3-dimethyl-5-[(2,4,6-tribromophenyl)hydrazono]pyrimidine-2,4,6(1H,3H,5H)-trione"	5705969	166
"2,3-dimethylphenol"	10687	71.5
1-(4'-methoxy-4-biphenylylsulfonyl)proline	44669175	154
N-(4'-methoxy-4-biphenylylsulfonyl)phenylalanine	44669176	179
4-(2-chlorophenoxy)aniline	41973	82
N-(4'-methoxy-4-biphenylylsulfonyl)-beta-alanine	44669177	190
baclofen	2284	208
"1,5-dichloroanthracene"	618889	189
4-bromoanisole	7730	13.5
"2,2-bis(4-glycidyloxyphenyl)propane"	2286	10
p-methylanisole	7731	-32
"benzene, 1-ethenyl-4-fluoro-"	67883	-34.5
"2,3-dihydro-1h-benz[de]isoquinoline"	208526	99
4-methoxyaniline	7732	57.2
"2,5-bis-trichloromethyl-[1,3]dioxolan-4-one"	136356	116
p-diethylbenzene	7734	-42.83
7-hydroxy-4-methylcoumarin	5280567	195.5
"1,4-cyclohexanedimethanol"	7735	51
daphnetin	5280569	262
coclaurine	281691	220
"2,4-dianilino-6-(4-morpholinyl)-1,3,5-triazine"	780750	195
"3,6-Dibromo-9-ethyl-9H-carbazole"	631855	139.35
4-methoxybenzyl_alcohol	7738	26
5-chloro-1-indanone	142599	94
"azulene, 1,4-dimethyl-7-(1-methylethyl)-"	3515	31.5
2-methoxybenzhydrazide	24051	80
Levallorphan	5359371	181
"6-methoxy-1,2-dimethyl-1,2,3,4-tetrahydroisoquinolin-7-ol"	40093	183
2-decanol	14254	-2
"3,4-dimethylbiphenyl"	20492	29.5
dodecanamide	14256	110
n-undecane	14257	-25.6
pentachloroaniline	10693	235
"1,2,3,5-tetramethylbenzene"	10695	-23.7
1h-imidazole-4-ethanamine	774	86
"1,8-diazabicyclo[5.4.0]undec-7-ene"	81184	-70
"3,4,5-trimethylphenol"	10696	106
"4,4'-dibromobenzil"	96430	225
Dexrazoxane	71384	194
"(1R,2R,8S,9S)-1,9,10,11,12,12-Hexachloro-4,6-dioxa-5-thiatricyclo[7.2.1.0~2,8~]dodec-10-ene 5,5-dioxide"	13766813	181
"2,4,6-trimethylphenol"	10698	73
"2,3-hexanedione"	19707	-30
"2,3-dichlorobenzaldehyde"	35745	63
toxopyrimidine	777	198
"3,5-Dichlorobenzaldehyde"	35746	68
bathocuproin	65149	282
phenglutarimide	92870	126
homocysteine	778	232.5
2-(2-thienyl)pyridine	76832	63
2-(phenylacetyl)hydrazinecarboxamide	228133	168
bamethan	2292	124
"5-iodo-3-methyl-2-(2,2,2-trimethylacetamido)pyridine"	977179	143
Barbital	2294	190
1-(2-phenylethyl)-4-piperidone	96437	58
"cis-decahydro-2a,4a,6a,8a-tetraazacyclopent[fg]acenaphthylene"	9794169	30
"4-methyl-4-phenyl-[1,3]dioxane"	92875	37.5
"2,5-bis(trifluoromethyl)benzenesulfonamide"	28306200	147
"methyl 3,12-dioxocholan-24-oate"	618962	130
2-amino-5-iodopyrimidine	241102	219
"1,4-benzenedithiol"	4691729	97
menthol (l)	16666	43
ethyl_propionate	7749	-73
"1,1,1-Trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"	157857	51.5
1-tetradecene	14260	-12
ammonium oleate	57290586	71
2-amino-3-fluoro-5-(trifluoromethyl)pyridine	25067349	66
N-Decyldecan-1-amine	14261	43
3-methylcyclopentene	14263	-127
"2,2-dioxide-1,2-oxathiolane"	14264	31.5
"2-butanone, 4-(4-methoxyphenyl)-"	61007	8
Zalcitabine	24066	212
"2,5-dihydroxyphenylacetic_acid"	780	127
4-bromopyridine	14268	0.5
4-methyldioxane	14269	-44.5
hexadecanophenone	81194	59
"N-(3-Methylbutanoyl)-L-valyl-N-[(3S,4S)-1-{[(2S)-1-{[(2S,3S)-1-carboxy-2-hydroxy-5-methylhexan-3-yl]amino}-1-oxopropan-2-yl]amino}-3-hydroxy-6-methyl-1-oxoheptan-4-yl]-L-valinamide"	5478883	233
hydroquinone	785	172.3
naphthalen-2-yl dimethyldithiocarbamate	2752837	114
"2-[2-(2-hydroxyethoxy)ethyl]-1H-isoindole-1,3(2H)-dione"	2755406	64
hydroxylamine	787	33
Masoprocol	71398	185.5
5-amino-1h-benzotriazole	76844	160
"methyl 3,3-dimethylacrylate"	13546	-41
"acetamide, n- (methylamino)carbonyl -"	69337	180.5
ethyl-4-aminobenzoate (benzocaine)	2337	89
ethyl 2-aminothiazole-4-carboxylate	73216	177
a-ergostenol	312796	131
"2,3-pentadiene"	136378	-125.6
methyl_acetoacetate	7757	-80
2-amino-5-bromopyrimidine	231310	233
"2,3,6-trifluorobenzamide"	594552	117
s-butylacetate	7758	-98.9
"2,3,4-trifluorobenzamide"	594554	128
"1,4,8,11-tetramethyl-1,4,8,11-tetraazacyclotetradecane"	123502	35
Pyridine-2-thiol 1-oxide	1570	70.5
4-chloro-4'-hydroxybenzophenone	123504	180
"dimethyl 3,3'-(4,6-dinitrobenzene-1,3-diyl)dipropanoate"	2749363	71
"5,6-dichloro-[1,4]naphthoquinone"	19773434	181
"2-propanol, 1,3-diphenoxy-"	12140	81.5
"methyl 6-methyl-4-phenyl-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate"	2728918	225
"N-(2,4-dimethylphenyl)-3,3,3-trifluoro-2-(trifluoromethyl)propanamide"	1734222	193
pyridine-2-carboxaldehyde	14273	-21
5-hydroxy-2-methylpyridine	14275	169
"dibenzofuran, 1,3,7,9-tetrachloro-"	47427	207
methyl 4-bromo-3-methylbenzoate	3294148	42
nitrofluorfen	39326	68
diallyl diglycol carbonate	8879	-4
thioformamide	3005587	26.5
oxyfluorfen	39327	84
1-methyl-3-benzyl thiourea	2735489	75
"1,1-dibromoethane"	11201	-63
"N-{5-[(tricyclo[3.3.1.1~3,7~]dec-1-ylcarbonyl)amino]pentanoyl}alanyl-alpha-glutamine"	2755415	200
imidazole	795	90.5
"2,5-furandione, 3-chloro-"	66772	33
2-bromopropene	11202	-87
(2E)-3-(4H-imidazol-5-yl)-N-[2-(1H-imidazol-5-yl)ethyl]prop-2-enamide	2755416	241
3-(4H-imidazol-5-yl)-N-[2-(1H-imidazol-5-yl)ethyl]propanamide	2755417	164
2-chloropropene	11203	-137.4
methyl 2-trifluoromethylsulfonyloxy-1-naphthoate	11034997	42
N-[2-(1H-imidazol-5-yl)ethyl]-4H-imidazole-5-carboxamide	2755418	176
"3-bromo-2-ethoxy-3,4-dihydro-2H-pyran-6-carboxamidato"	5217229	142
4-chromanol	92890	40
indole	798	52.5
"4,5,6,7-tetrachloro-2-phenyl-1,3-benzodioxole"	2755419	115
"2,6-dimethyl-4H-pyran-4-thione"	96456	142
2-amino-5-phenylpyridine	105097	135
2-Iodo-2-methylpropane	11206	-38
"2-chloro-2,3-dimethylbutane"	136383	-10
diethyl_malonate	7761	-50
"N,N,N',N'-tetrakis[(3,5-dimethyl-1H-pyrazol-1-yl)methyl]benzene-1,4-diamine"	404575	175
"2,2-dinitropropane"	136385	54
ethylbutyrate	7762	-98
3-(trifluoromethoxy)benzamide	522189	116
3-n-propyl-2-pyrazolin-5-one	269244	208
6-chloro-4-hydroxy-5-methylpyrimidine	28306221	202
"1,1-diethoxyethane"	7765	-100
3-fluoro-4-methoxybenzenesulfonamide	28306222	126
5-chloro-4-fluoro-2-nitroaniline	517835	143
"(2E)-1,3-Bis-(4-methoxyphenyl)-2-propen-1-one"	5377817	100.5
p-hydroxymethyl_benzamide	584760	135
diethyl_carbonate	7766	-43
n-methyldiethanolamine	7767	-21
"ethyl 3,12-bis(acetyloxy)chol-6-en-24-oate"	3593010	84
caprolactam	7768	69.3
"phenol, 4-ethyl-2-methoxy-"	62465	-7
4-fluoro-3-nitrobenzaldehyde	598129	46
1-(Diethylamino)ethanol	15894840	-70
4-tert-butylbenzhydrazide	123513	129
"ethanone, 2-iodo-1-phenyl-"	138307	34.4
4-acetylpyridine	14282	16
"oxirane, 2-(3,5-dichlorophenyl)-2-(2,2,2-trichlo"	73669	42.8
4-dimethylaminopyridine	14284	112
"1,4-bis(3-oxo-1-butenyl)benzene"	262615	163
"4,5,6,7-tetrachloro-2,2-diphenyl-1,3-benzodioxole"	2755420	153
2-acetylpyridine	14286	9
"4,5,6,7-tetrachloro-2-(3,5-dimethylphenyl)-1,3-benzodioxole"	2755421	160
"4,5,6,7-tetrachloro-2-(2,4,5-trimethylphenyl)-1,3-benzodioxole"	2755422	188
"6,7,8,9-tetrachloro-10a,11-dihydro-4bH-benzo[b]indeno[1,2-e][1,4]dioxine"	2755423	159
"2,5-dichloro-3,4-dinitrothiophene"	350828	87
"(5Z)-2-amino-5-[(4-methylphenyl)hydrazono]-1,3-thiazol-4(5H)-one"	6797681	265
"3,3-dimethyl-1-butene"	11210	-115.2
"di-tert-butylperoxy-3,3,5-trimethylcyclohexane p"	93038	-30
6-chloro-N-(2-methylphenyl)pyrazine-2-carboxamide	2755425	98
"2,3,4,5-tetrachlorophenol"	21013	116.5
5-tert-butyl-N-(2-methylphenyl)pyrazine-2-carboxamide	2755426	81
5-tert-butyl-6-chloro-N-(2-methylphenyl)pyrazine-2-carboxamide	2755427	115
"methyl 3-(6,8-dinitro-2-oxo-1,2,3,4-tetrahydroquinolin-7-yl)propanoate"	2749823	166
6-chloro-N-(3-methylphenyl)pyrazine-2-carboxamide	2755428	84
"2,3,3-trimethylpentane"	11215	-100.9
5-tert-butyl-N-(3-methylphenyl)pyrazine-2-carboxamide	2755429	95
"2,3,3-trimethyl-1-pentene"	11216	-69
3-[(1E)-N-(butan-2-yl)ethanimidoyl]-4-hydroxy-1-phenylquinolin-2(1H)-one	6797689	194
n-propylbutyrate	7770	-95.2
"1,2-dibromo-2-methylbutane"	517840	-70
4-methyl-4-heptanol	136394	-82
3-phenylisoquinoline	609614	103
"2,4-dimethylphenol"	7771	24.5
furalaxyl	42504	70
"androstane-3,17-diol, 17-methyl-"	273177	164
3-chloro-2-fluorobenzamide	517842	126
N-carbamoylmaleimide	76868	159
Diundecylperoxyanhydride	7773	56
2'-methoxy-5'-(trifluoromethoxy)acetophenone	24721660	46
5-chloro-2-hydrazino-3-iodopyridine	42553001	137
"2,3-dibromo-6-chloropyridine"	42553002	70
gelsemine	279057	178
"6-bromo-2'-chloro-2,3'-bipyridine"	42553003	141
diafen nn	7142	235
ethyl isovalerate	7945	-99.3
methyl 12-oxocholan-24-oate	616341	109
2-phenylpropanol-1	14295	-13
5-tert-butyl-6-chloro-N-(3-methylphenyl)pyrazine-2-carboxamide	2755430	99
"2,4-diamino-6-(4-methylphenyl)-1,3,5-triazine"	29542	242
Tetramethylpyrazine	14296	85
6-chloro-N-(2-methoxyphenyl)pyrazine-2-carboxamide	2755431	72
5-tert-butyl-N-(2-methoxyphenyl)pyrazine-2-carboxamide	2755432	78
di-2-chloroethyl sulfide	10461	13.5
5-tert-butyl-6-chloro-N-(2-methoxyphenyl)pyrazine-2-carboxamide	2755433	119
n-butyl 4-nitrobenzoate	67121	35.5
(~2~H_10_)Pyrene	6912026	156
N-(3-bromophenyl)-6-chloropyrazine-2-carboxamide	2755434	100
"3,3,3-trifluoro-N-(2-methylphenyl)-2-(trifluoromethyl)propanamide"	2802558	194
dehydroemetine	21022	95
methyl hexacosanoate	22048	63.8
3-methyl-2-heptanol	35784	-114
N-(3-bromophenyl)-5-tert-butylpyrazine-2-carboxamide	2755435	114
N-(3-bromophenyl)-5-tert-butyl-6-chloropyrazine-2-carboxamide	2755436	105
"N-[3,5-bis(trifluoromethyl)phenyl]-6-chloropyrazine-2-carboxamide"	2755437	133
"(4E)-4-[(2,3-dimethylphenyl)hydrazono]-2-phenyl-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one"	6814019	136
"N-[3,5-bis(trifluoromethyl)phenyl]-5-tert-butylpyrazine-2-carboxamide"	2755438	136
3-methyl-2-nitrophenol	21026	37
"N-[3,5-bis(trifluoromethyl)phenyl]-5-tert-butyl-6-chloropyrazine-2-carboxamide"	2755439	99
N-[(4-Chlorophenyl)carbamothioyl]biphenyl-4-carboxamide	1344888	165
6-methyl-2-heptanol	96476	-105
"Isopropyl 4-methyl-6-phenyl-2-sulfanyl-1,6-dihydropyrimidine-5-carboxylate"	2748285	177
N-trimethylsilylacetamide	25989	41
F-Loop of Vitamin B12	7311735	25
"3,3',4,4'-tetramethylbiphenyl"	21029	76
cyclononanone	76877	34
"3,3-dimethylpentane"	11229	-134.9
"2',6-dibromo-3,4'-bipyridine"	42553011	191
"Ethanone, 2-(morpholin-4-yl)-1-phenyl-2-thioxo-"	292706	75
3-fluoro-4-iodopyridine	10998636	88
"6-bromo-2'-chloro-3,3'-bipyridine"	42553018	161
1-(4-iodophenyl)pyrrole	272430	131
"4-chloro-6,7-dihydro-5h-cyclopenta[4,5]thieno[2,3-d]pyrimidine"	789817	105
"3,5-dimethyl-3H-pyrazole"	15412128	108
2-bromo-6-nitrotoluene	123537	40
4-chloro-4'-fluorobutyrophenone	19750	6
isopropylcyclopentane	19751	-111.4
"6-chloro-N-(2,6-dimethylphenyl)pyrazine-2-carboxamide"	2755440	122
"5-tert-butyl-N-(2,6-dimethylphenyl)pyrazine-2-carboxamide"	2755441	85
"5-tert-butyl-6-chloro-N-(2,6-dimethylphenyl)pyrazine-2-carboxamide"	2755442	146
n-propylmethylsulfide	19754	-113
"benzene, 1-fluoro-4-(trifluoromethyl)-"	67873	-41.7
"3,3-dimethylhexane"	11233	-126
"4-(4-tert-butylphenyl)-4-hydroxy-5'-methoxyspiro[cyclohexane-1,2'-inden]-1'(3'H)-one"	2755447	166
"silane, chloro(dichloromethyl)dimethyl-"	87493	-48
di-(2-ethylhexyl)amine	7791	-60
3-methyl-1-butene	11239	-168.5
"piperidine, 1-acetyl-3-methyl-"	107304	-13.6
"5-bromo-3-methyl-2-(2,2,2-trimethylacetamido)pyridine"	42553022	127
"6-bromo-6'-chloro-3,3'-bipyridine"	42553023	244
"4-{[(E)-(4-Methoxyphenyl)methylene]amino}-5-(trifluoromethyl)-4H-1,2,4-triazole-3-thiol"	882383	188
"2,5-cyclohexadiene-1,4-dione, 2-methyl-5-(1-meth"	10281	45.5
"5-chloro-2'-fluoro-2,3'-bipyridine"	42553024	100
N-(N-butyl)phthalimide	73812	34
ethyl_heptanoate	7797	-66
2-bromo-3-iodo-5-methylpyridine	42553025	85
2-benzyloxy-3-hydroxypyridine	42553026	71
ethyl_octanoate	7799	-47
"6,2'-dichloro-3,4'-bipyridine"	42553028	222
"benzaldehyde, 3,4-dimethoxy-"	8419	43
3-methylbenzo[b]thiophene	73817	-40
methyl 2-[(E)-1-(methoxycarbonyl)-2-(4-nitrophenyl)ethenyl]benzoate	2752881	121
"1,2-benzenediol, 4,4'-(2,3-dimethyl-1,4-butanedi"	4534	185.5
"benzenesulfonamide, 4-[(phenylmethyl)amino]-"	66909	171
Pemoline	4723	256
4-bromo-2-nitrotoluene	123546	47
penbutolol	4724	68
Penciclovir	4725	276
"2,7-dimethyl-1-(phenylcarbonyl)-1,2,3,4-tetrahydropyrido[2,3-g]quinoline"	2749210	155
pencillamine	4727	198.5
"2,7-dimethyl-1,2,3,4-tetrahydropyrido[2,3-g]quinoline"	2749211	171
"2,7-dimethylpyrido[2,3-g]quinoline"	2749213	238
"2,7-dimethyl-1,6-bis(phenylcarbonyl)-1,2,3,4,6,7,8,9-octahydropyrido[2,3-g]quinoline"	2749214	270
methyl hexadecanoate	8181	30
